Date_Time,LReactor,C_g,C_Eff,C_CD,T_CD,C_D_g,C_D_Eff,C_PAR
17/12/2021 12:56:24,2.73195,0.0150228,1.38996,0.0106426,0,0.00946048,0.159623,38.4
17/12/2021 13:29:00,2.73195,0.00844099,0.0555755,0.0112151,0,0.0172809,0.227642,38.4
17/12/2021 14:01:36,2.73195,-1.27628e-07,0.00065948,0.0126737,0,0.037206,0.402173,38.4
17/12/2021 14:34:12,2.73195,0.0985971,4.28547,0.012243,0,0.0313227,0.287067,38.4
17/12/2021 15:06:48,2.73195,-0.134232,-2.13567,0.0140292,0,0.0556087,0.442339,38.4
17/12/2021 15:39:24,2.73195,-0.0752593,-3.10349,0.0124655,0,0.034362,0.241452,38.4
17/12/2021 16:12:00,2.73195,-0.0229285,-1.76563,0.0112107,0,0.0172208,0.108335,38.4
17/12/2021 16:44:36,2.73195,0.0434616,3.20921,0.0126812,0,0.0373073,0.212507,38.4
17/12/2021 17:17:12,2.73195,0.118446,2.87336,0.0141337,0,0.0570422,0.296848,38.4
17/12/2021 17:49:48,2.73195,0.145051,2.53431,0.0138207,0,0.0528731,0.253273,38.4
17/12/2021 18:22:24,2.73195,0.000117747,0.0291024,0.0144134,0,0.0609688,0.270539,38.4
17/12/2021 18:55:00,2.73195,0.0191023,1.32391,0.0140615,0,0.0561618,0.232071,38.4
17/12/2021 19:27:36,2.73195,-1.86535e-05,-0.00424945,0.0145251,0,0.0624956,0.241666,38.4
17/12/2021 20:00:12,2.73195,6.37343e-05,0.0194023,0.0159364,0,0.081773,0.297136,38.4
17/12/2021 20:32:48,2.73195,-1.1862e-05,-0.000709305,0.014627,0,0.0638868,0.218937,38.4
17/12/2021 21:05:24,2.73195,0.000492715,0.101185,0.0151717,0,0.0713277,0.231278,38.4
17/12/2021 21:38:00,2.73195,-0.0773175,-0.705515,0.0154791,0,0.075526,0.232353,38.4
17/12/2021 22:10:36,2.73195,-0.0790425,-2.65221,0.0147152,0,0.0649819,0.190201,38.4
17/12/2021 22:43:12,2.73195,0.113205,1.41501,0.0158557,0,0.0806701,0.225179,38.4
17/12/2021 23:15:48,2.73195,0.00964456,0.944265,0.0164769,0,0.0891557,0.237844,38.4
17/12/2021 23:48:24,2.73195,0.0678974,1.62205,0.0159971,0,0.0826028,0.211018,38.4
18/12/2021 00:21:00,2.73195,0.123541,3.00177,0.0165606,0,0.0903001,0.221273,38.4
18/12/2021 00:53:36,2.73195,0.0158641,1.42254,0.0171139,0,0.097857,0.230418,38.4
18/12/2021 01:26:12,2.73195,0.0010688,0.203045,0.0168362,0,0.0940635,0.213154,38.4
18/12/2021 01:58:48,2.73195,0.000268993,0.0709458,0.0172771,0,0.100086,0.218599,38.4
18/12/2021 02:31:24,2.73195,0.00246653,0.414056,0.0177743,0,0.106879,0.225247,38.4
18/12/2021 03:04:00,2.73195,0.0945148,3.29235,0.0182537,0,0.113427,0.230947,38.4
18/12/2021 03:36:36,2.73195,-1.10884e-06,0.00099314,0.0179203,0,0.108873,0.214445,38.4
18/12/2021 04:09:12,2.73195,-0.0188881,-0.0545236,0.0183757,0,0.114983,0.21929,38.4
18/12/2021 04:41:48,2.73195,-0.0064577,0.140847,0.0181656,0,0.112223,0.20746,38.4
18/12/2021 05:14:24,2.73195,0.010476,-2.16314,0.0186752,0,0.119185,0.213769,38.4
18/12/2021 05:47:00,2.73195,0.0281109,-1.07241,0.0183164,0,0.114283,0.199036,38.4
18/12/2021 06:19:36,2.73195,-0.00627669,-0.702283,0.0195727,0,0.131444,0.22249,38.4
18/12/2021 06:52:12,2.73195,0.0408643,1.76436,0.0192164,0,0.126578,0.208398,38.4
18/12/2021 07:24:48,2.73195,0.00746389,0.0,0.0197489,0,0.133852,0.218934,0.0
18/12/2021 07:57:24,2.73195,-0.000156917,0.0,0.0202617,0,0.140855,0.230389,0.0
18/12/2021 08:30:00,2.73195,0.000783455,0.0,0.0217074,0,0.160603,0.26269,0.0
18/12/2021 09:02:36,2.73195,-2.90502e-05,0.0,0.0204352,0,0.143226,0.234266,0.0
18/12/2021 09:35:12,2.73195,0.00459182,0.0,0.0211012,0,0.152323,0.249146,0.0
18/12/2021 10:07:48,2.73195,0.00842831,0.0,0.0216039,0,0.159189,0.260377,0.0
18/12/2021 10:40:24,2.73195,4.02216e-05,0.0,0.0222026,0,0.167368,0.273755,0.0
18/12/2021 11:13:00,2.73195,-0.0726363,-0.660647,0.0215632,0,0.00626726,0,38.4
18/12/2021 11:45:36,2.73195,-0.110711,-3.04481,0.0225358,0,0.0195529,0.842081,38.4
18/12/2021 12:18:12,2.73195,-0.0383894,-2.367,0.0212061,0,0.00138868,0.034873,38.4
18/12/2021 12:50:48,2.73195,0.122785,4.98952,0.0218581,0,0.0102948,0.182465,38.4
